PUBCHEM_CID,Activity Score,Ratio Potency (uM),Ratio Efficacy (%)
6966,inactive,,0
6969,inactive,,0
6970,inactive,,0
6974,inactive,,0
6978,inactive,,0
6982,inactive,,0
6983,inactive,,0
6984,inactive,,0
6989,inactive,,0
6991,inactive,,0
6996,inactive,,0
6997,inactive,,0
6998,inactive,,0
7000,inactive,,0
7002,inactive,,0
7003,inactive,,0
7005,inactive,,0
7007,inactive,,0
7010,inactive,,0
7013,inactive,,0
7015,inactive,,0
7016,inactive,,0
7017,inactive,,0
7018,inactive,,0
7020,inactive,,0
7022,inactive,,0
7026,inactive,,0
7027,inactive,,0
7031,active agonist,43.0991,123.5691
7034,inactive,,0
7040,inactive,,0
7042,inactive,,0
7043,inactive,,0
7044,inactive,,0
7045,inactive,,0
7046,inactive,,0
7047,inactive,,0
7048,inactive,,0
7050,active agonist,26.51205,232.1105
7054,inactive,,0
7055,inactive,,0
7056,inactive,,0
7057,inactive,,0
7059,inactive,,0
7060,inactive,,0
7061,inactive,,0
7062,inactive,,0
7064,inactive,,0
7067,inactive,,0
7069,inactive,,0
7070,active antagonist,,-13.0263
7071,inactive,,0
7076,inactive,,0
7078,inactive,,0
7090,inactive,,0
7092,inactive,,0
7094,inactive,,0
7095,inactive,,0
7098,inactive,,0
7101,inactive,,0
7102,inactive,,0
7103,inactive,,0
7104,inactive,,0
7108,inactive,,0
7111,inactive,,0
7112,inactive,,0
7115,inactive,,0
7116,inactive,,0
7119,inactive,,0
7120,inactive,,0
7122,inactive,,0
7127,inactive,,0
7142,inactive,,0
7144,inactive,,0
7147,inactive,,0
7148,inactive,,0
7149,inactive,,0
7150,inactive,,0
7151,inactive,,0
7153,inactive,,0
7154,inactive,,0
7155,inactive,,0
7158,inactive,,0
7165,inactive,,0
7166,inactive,,0
7167,inactive,,0
7169,inactive,,0
7170,inactive,,0
7172,inactive,,0
7173,inactive,,0
7174,inactive,,0
7175,inactive,,0
7176,inactive,,0
7180,inactive,,0
7181,inactive,,0
7183,inactive,,0
7184,inactive,,0
7185,inactive,,0
7187,inactive,,0
7188,inactive,,0
7191,inactive,,0
7192,inactive,,0
7193,inactive,,0
7194,inactive,,0
7195,inactive,,0
7198,inactive,,0
7203,inactive,,0
7204,inactive,,0
7206,inactive,,0
7207,inactive,,0
7210,inactive,,0
7211,inactive,,0
7212,inactive,,0
7214,inactive,,0
7216,inactive,,0
7219,inactive,,0
7220,inactive,,0
7222,inactive,,0
7230,inactive,,0
7231,active agonist,21.8724,45.5431
7232,inactive,,0
7236,inactive,,0
7237,inactive,,0
7238,inactive,,0
7239,inactive,,0
7240,inactive,,0
7242,inactive,,0
7245,inactive,,0
7247,inactive,,0
7248,inactive,,0
7249,inactive,,0
7250,inactive,,0
7251,inactive,,0
7253,inactive,,0
7254,inactive,,0
7255,inactive,,0
7257,inactive,,0
7258,inactive,,0
7259,inactive,,0
7260,inactive,,0
7261,inactive,,0
7262,inactive,,0
7263,inactive,,0
7264,inactive,,0
7265,inactive,,0
7267,inactive,,0
7268,inactive,,0
7269,inactive,,0
7270,inactive,,0
7271,inactive,,0
7272,inactive,,0
7274,inactive,,0
7275,inactive,,0
7276,inactive,,0
7280,inactive,,0
7281,inactive,,0
7284,inactive,,0
7285,inactive,,0
7288,inactive,,0
7289,inactive,,0
7290,inactive,,0
7291,inactive,,0
7292,inactive,,0
7293,inactive,,0
7294,inactive,,0
7296,active antagonist,46.3742,-70.2934
7298,inactive,,0
7301,inactive,,0
7302,inactive,,0
7303,inactive,,0
7309,inactive,,0
7313,inactive,,0
7314,inactive,,0
7315,inactive,,0
7319,inactive,,0
7327,inactive,,0
7328,inactive,,0
7331,inactive,,0
7333,inactive,,0
7335,inactive,,0
7337,inactive,,0
7338,inactive,,0
7340,active antagonist,7.62169,-78.0477
7341,inactive,,0
7343,inactive,,0
7344,inactive,,0
7346,inactive,,0
7347,active agonist,0.796235,20.2113
7348,active antagonist,53.2314,-53.3817
7351,inactive,,0
7352,inactive,,0
7354,inactive,,0
7355,inactive,,0
7358,inactive,,0
7359,inactive,,0
7360,inactive,,0
7361,inactive,,0
7362,inactive,,0
7366,inactive,,0
7367,inactive,,0
7368,inactive,,0
7369,inactive,,0
7371,inactive,,0
7374,inactive,,0
7375,inactive,,0
7381,active antagonist,44.0016,-78.7409
7385,inactive,,0
7386,inactive,,0
7389,inactive,,0
7390,inactive,,0
7391,inactive,,0
7392,inactive,,0
7393,inactive,,0
7394,inactive,,0
7395,inactive,,0
7400,inactive,,0
7402,inactive,,0
7403,inactive,,0
7405,inactive,,0
7406,inactive,,0
7407,inactive,,0
7409,inactive,,0
7410,inactive,,0
7411,inactive,,0
7412,inactive,,0
7415,inactive,,0
7416,inactive,,0
7418,inactive,,0
7420,inactive,,0
7421,inactive,,0
7422,inactive,,0
7423,inactive,,0
7426,inactive,,0
7430,inactive,,0
7436,inactive,,0
7438,inactive,,0
7439,inactive,,0
7440,inactive,,0
7441,inactive,,0
7443,inactive,,0
7444,inactive,,0
7447,inactive,,0
7449,inactive,,0
7450,inactive,,0
7451,inactive,,0
7452,inactive,,0
7453,inactive,,0
7455,inactive,,0
7456,inactive,,0
7460,inactive,,0
7461,inactive,,0
7462,inactive,,0
7463,inactive,,0
7465,inactive,,0
7469,inactive,,0
7470,inactive,,0
7471,inactive,,0
7472,inactive,,0
7473,inactive,,0
7474,inactive,,0
7475,inactive,,0
7476,inactive,,0
7479,inactive,,0
7482,inactive,,0
7486,inactive,,0
7487,inactive,,0
7488,inactive,,0
7489,inactive,,0
7490,inactive,,0
7494,inactive,,0
7497,inactive,,0
7498,inactive,,0
7499,inactive,,0
7500,inactive,,0
7501,inactive,,0
7503,inactive,,0
7504,inactive,,0
7505,inactive,,0
7506,inactive,,0
7508,inactive,,0
7509,inactive,,0
7510,inactive,,0
7511,active antagonist,0.0118367,-92.5741
7515,inactive,,0
7516,active antagonist,19.2793,-54.7276
7517,inactive,,0
7518,inactive,,0
7521,inactive,,0
7522,inactive,,0
7525,inactive,,0
7526,inactive,,0
7529,inactive,,0
7531,inactive,,0
7533,inactive,,0
7540,inactive,,0
7541,inactive,,0
7542,inactive,,0
7543,inactive,,0
7546,inactive,,0
7547,active agonist,0.972583,138.402
7550,active agonist,,17.9789
7551,active antagonist,6.65625,-61.6775
7555,inactive,,0
7558,inactive,,0
7559,inactive,,0
7560,inactive,,0
7563,inactive,,0
7564,inactive,,0
7565,inactive,,0
7567,inactive,,0
7568,inactive,,0
7570,inactive,,0
7571,inactive,,0
7572,inactive,,0
7573,inactive,,0
7577,inactive,,0
7578,active antagonist,11.1462,-73.7365
7579,inactive,,0
7580,inactive,,0
7582,inactive,,0
7583,inactive,,0
7585,inactive,,0
7586,inactive,,0
7590,inactive,,0
7592,inactive,,0
7594,inactive,,0
7595,inactive,,0
7597,inactive,,0
7601,inactive,,0
7603,inactive,,0
7604,inactive,,0
7610,inactive,,0
7611,inactive,,0
7612,inactive,,0
7615,inactive,,0
7617,inactive,,0
7618,inactive,,0
7619,inactive,,0
7620,inactive,,0
7621,inactive,,0
7622,inactive,,0
7624,inactive,,0
7626,active antagonist,,-14.1545
7628,inactive,,0
7632,inactive,,0
7635,inactive,,0
7636,inactive,,0
7638,inactive,,0
7641,inactive,,0
7642,inactive,,0
7647,inactive,,0
7648,active agonist,48.9662,79.0683
7649,inactive,,0
7650,inactive,,0
7651,inactive,,0
7652,inactive,,0
7654,inactive,,0
7655,inactive,,0
7656,inactive,,0
7657,inactive,,0
7658,inactive,,0
7659,inactive,,0
7660,inactive,,0
7663,inactive,,0
7666,inactive,,0
7668,inactive,,0
7670,inactive,,0
7671,inactive,,0
7673,inactive,,0
7675,inactive,,0
7677,inactive,,0
7681,inactive,,0
7693,active agonist,0.54941,27.6995
7694,inactive,,0
7695,inactive,,0
7697,inactive,,0
7699,inactive,,0
7702,inactive,,0
7703,inactive,,0
7704,inactive,,0
7705,inactive,,0
7707,inactive,,0
7710,inactive,,0
7713,inactive,,0
7714,inactive,,0
7719,inactive,,0
7720,inactive,,0
7724,inactive,,0
7726,inactive,,0
7729,inactive,,0
7731,inactive,,0
7732,inactive,,0
7734,inactive,,0
7735,inactive,,0
7737,inactive,,0
7738,inactive,,0
7742,inactive,,0
7745,inactive,,0
7747,inactive,,0
7748,inactive,,0
7749,inactive,,0
7751,inactive,,0
7756,inactive,,0
7757,inactive,,0
7761,inactive,,0
7762,inactive,,0
7764,inactive,,0
7765,inactive,,0
7766,inactive,,0
7767,inactive,,0
7768,inactive,,0
7771,inactive,,0
7778,inactive,,0
7784,inactive,,0
7789,inactive,,0
7790,inactive,,0
7791,inactive,,0
7792,inactive,,0
7793,inactive,,0
7794,inactive,,0
7795,inactive,,0
7797,inactive,,0
7798,inactive,,0
7800,inactive,,0
7803,inactive,,0
7804,inactive,,0
7805,inactive,,0
7807,inactive,,0
7809,inactive,,0
7810,inactive,,0
7811,inactive,,0
7812,inactive,,0
7813,inactive,,0
7814,inactive,,0
7819,inactive,,0
7820,inactive,,0
7823,inactive,,0
7825,inactive,,0
7828,inactive,,0
7829,inactive,,0
7833,inactive,,0
7834,inactive,,0
7835,inactive,,0
7837,inactive,,0
7838,inactive,,0
7839,inactive,,0
7840,inactive,,0
7841,inactive,,0
7847,inactive,,0
7849,inactive,,0
7850,inactive,,0
7854,inactive,,0
7855,inactive,,0
7856,inactive,,0
7858,inactive,,0
7859,inactive,,0
7860,inactive,,0
7864,inactive,,0
7865,inactive,,0
7868,inactive,,0
7869,inactive,,0
7870,inactive,,0
7873,inactive,,0
7877,inactive,,0
7881,inactive,,0
7884,inactive,,0
7888,inactive,,0
7892,inactive,,0
7895,inactive,,0
7896,inactive,,0
7899,inactive,,0
7900,inactive,,0
7902,inactive,,0
7903,inactive,,0
7904,inactive,,0
7908,inactive,,0
7909,inactive,,0
7910,inactive,,0
7912,inactive,,0
7913,inactive,,0
7914,inactive,,0
7915,inactive,,0
7916,inactive,,0
7918,inactive,,0
7921,inactive,,0
7922,inactive,,0
7923,inactive,,0
7924,inactive,,0
7929,inactive,,0
7931,inactive,,0
7932,inactive,,0
7933,inactive,,0
7934,inactive,,0
7935,inactive,,0
7940,inactive,,0
7943,inactive,,0
7944,inactive,,0
7945,inactive,,0
7946,inactive,,0
7947,inactive,,0
7948,inactive,,0
7949,inactive,,0
7950,inactive,,0
7954,inactive,,0
7955,inactive,,0
7956,inactive,,0
7957,inactive,,0
7958,inactive,,0
7961,inactive,,0
7963,inactive,,0
7964,inactive,,0
7965,inactive,,0
7966,inactive,,0
7967,inactive,,0
7969,inactive,,0
7970,inactive,,0
7972,inactive,,0
7975,inactive,,0
7977,inactive,,0
7979,inactive,,0
7980,inactive,,0
7984,inactive,,0
7985,inactive,,0
7986,inactive,,0
7991,inactive,,0
7992,inactive,,0
7993,inactive,,0
7996,inactive,,0
7997,inactive,,0
8001,inactive,,0
8003,inactive,,0
8004,inactive,,0
8005,inactive,,0
8007,inactive,,0
8012,inactive,,0
8016,inactive,,0
8017,inactive,,0
8019,inactive,,0
8021,inactive,,0
8026,inactive,,0
8028,inactive,,0
8029,inactive,,0
8031,inactive,,0
8033,inactive,,0
8034,inactive,,0
8035,inactive,,0
8037,inactive,,0
8039,inactive,,0
8041,inactive,,0
8042,inactive,,0
8046,inactive,,0
8048,inactive,,0
8049,inactive,,0
8050,inactive,,0
8051,inactive,,0
8053,inactive,,0
8056,inactive,,0
8057,inactive,,0
8058,inactive,,0
8061,inactive,,0
8062,inactive,,0
8063,inactive,,0
8064,inactive,,0
8066,inactive,,0
8069,inactive,,0
8071,inactive,,0
8072,inactive,,0
8076,inactive,,0
8078,inactive,,0
8080,inactive,,0
8081,inactive,,0
8082,inactive,,0
8083,inactive,,0
8084,inactive,,0
8085,inactive,,0
8086,inactive,,0
8087,inactive,,0
8088,inactive,,0
8089,inactive,,0
8091,inactive,,0
8092,inactive,,0
8094,inactive,,0
8095,inactive,,0
8096,inactive,,0
8097,inactive,,0
8098,inactive,,0
8100,inactive,,0
8101,inactive,,0
8102,inactive,,0
8103,inactive,,0
8105,inactive,,0
8110,inactive,,0
8111,inactive,,0
8112,inactive,,0
8113,inactive,,0
8114,inactive,,0
8115,inactive,,0
8117,inactive,,0
8119,inactive,,0
8121,inactive,,0
8124,inactive,,0
8125,inactive,,0
8127,inactive,,0
8128,inactive,,0
8129,inactive,,0
8130,inactive,,0
8133,inactive,,0
8134,inactive,,0
8137,inactive,,0
8138,inactive,,0
8139,inactive,,0
8140,inactive,,0
8141,inactive,,0
8142,inactive,,0
8143,inactive,,0
8144,inactive,,0
8146,inactive,,0
8147,inactive,,0
8148,inactive,,0
8149,inactive,,0
8150,inactive,,0
8151,inactive,,0
8152,inactive,,0
8158,inactive,,0
8159,inactive,,0
8160,inactive,,0
8163,inactive,,0
8164,inactive,,0
8165,inactive,,0
8167,inactive,,0
8168,inactive,,0
8170,inactive,,0
8171,inactive,,0
8172,inactive,,0
8174,inactive,,0
8175,inactive,,0
8177,inactive,,0
8178,inactive,,0
8179,inactive,,0
8180,inactive,,0
8181,inactive,,0
8182,inactive,,0
8183,inactive,,0
8184,inactive,,0
8186,inactive,,0
8187,inactive,,0
8189,inactive,,0
8190,inactive,,0
8192,inactive,,0
8193,inactive,,0
8195,inactive,,0
8196,inactive,,0
8197,inactive,,0
8199,inactive,,0
8200,inactive,,0
8205,inactive,,0
8207,inactive,,0
8208,inactive,,0
8209,inactive,,0
8210,inactive,,0
8211,inactive,,0
8213,inactive,,0
8217,inactive,,0
8221,inactive,,0
8225,active antagonist,3.37801,-77.4703
8226,inactive,,0
8227,inactive,,0
8228,inactive,,0
8246,inactive,,0
8258,inactive,,0
8262,inactive,,0
8265,inactive,,0
8266,inactive,,0
8269,active antagonist,23.0141,-61.7075
8271,inactive,,0
8272,inactive,,0
8282,inactive,,0
8285,inactive,,0
8288,inactive,,0
8289,inactive,,0
8292,inactive,,0
8293,inactive,,0
8294,inactive,,0
8295,inactive,,0
8298,inactive,,0
8303,inactive,,0
8305,inactive,,0
8307,inactive,,0
8310,inactive,,0
8313,inactive,,0
8314,inactive,,0
8326,inactive,,0
8330,inactive,,0
8341,inactive,,0
8343,inactive,,0
8344,inactive,,0
8345,inactive,,0
8346,inactive,,0
8348,inactive,,0
8354,inactive,,0
8359,inactive,,0
8360,inactive,,0
8361,inactive,,0
8362,inactive,,0
8363,inactive,,0
8364,inactive,,0
8365,inactive,,0
8366,inactive,,0
8367,inactive,,0
8368,inactive,,0
8369,inactive,,0
8370,inactive,,0
8371,inactive,,0
8372,inactive,,0
8374,inactive,,0
8375,inactive,,0
8380,inactive,,0
8385,inactive,,0
8390,inactive,,0
8391,inactive,,0
8394,inactive,,0
8395,inactive,,0
8400,inactive,,0
8404,inactive,,0
8405,inactive,,0
8407,inactive,,0
8411,inactive,,0
8413,inactive,,0
8416,inactive,,0
8418,inactive,,0
8419,inactive,,0
8420,inactive,,0
8422,inactive,,0
8427,inactive,,0
8428,inactive,,0
8430,inactive,,0
8432,inactive,,0
8433,inactive,,0
8434,inactive,,0
8437,inactive,,0
8438,inactive,,0
8439,inactive,,0
8441,inactive,,0
8442,inactive,,0
8443,inactive,,0
8445,inactive,,0
8446,inactive,,0
8447,inactive,,0
8449,inactive,,0
8452,inactive,,0
8453,inactive,,0
8454,inactive,,0
8456,inactive,,0
8458,inactive,,0
8461,inactive,,0
8462,inactive,,0
8467,inactive,,0
8469,inactive,,0
8471,inactive,,0
8472,inactive,,0
8474,inactive,,0
8480,inactive,,0
8481,inactive,,0
8482,inactive,,0
8486,inactive,,0
8489,inactive,,0
8491,inactive,,0
8494,inactive,,0
8495,inactive,,0
8496,inactive,,0
8497,inactive,,0
8499,inactive,,0
8500,inactive,,0
8502,inactive,,0
8505,inactive,,0
8507,inactive,,0
8515,inactive,,0
8520,inactive,,0
8522,inactive,,0
8532,inactive,,0
8540,inactive,,0
8546,inactive,,0
8549,inactive,,0
8550,inactive,,0
8553,inactive,,0
8554,inactive,,0
8559,inactive,,0
8560,inactive,,0
8561,inactive,,0
8567,inactive,,0
8569,inactive,,0
8570,inactive,,0
8571,inactive,,0
8572,inactive,,0
8575,inactive,,0
8588,inactive,,0
8589,inactive,,0
8593,inactive,,0
8594,inactive,,0
8606,inactive,,0
8607,inactive,,0
8609,inactive,,0
8614,inactive,,0
8615,inactive,,0
8617,inactive,,0
8621,inactive,,0
8630,inactive,,0
8633,inactive,,0
8635,inactive,,0
8638,inactive,,0
8640,inactive,,0
8651,inactive,,0
8652,inactive,,0
8657,inactive,,0
8663,inactive,,0
8667,inactive,,0
8673,inactive,,0
8679,inactive,,0
8689,inactive,,0
8691,active antagonist,33.3644,-58.3255
8693,inactive,,0
8695,inactive,,0
8697,inactive,,0
8698,inactive,,0
8706,inactive,,0
8708,inactive,,0
8710,inactive,,0
8712,inactive,,0
8715,inactive,,0
8717,inactive,,0
8723,inactive,,0
8732,inactive,,0
8736,inactive,,0
8738,inactive,,0
8739,inactive,,0
8748,inactive,,0
8749,inactive,,0
8758,inactive,,0
8765,inactive,,0
8766,inactive,,0
8769,inactive,,0
8777,inactive,,0
8783,inactive,,0
8785,inactive,,0
8794,inactive,,0
8795,inactive,,0
8796,inactive,,0
8797,inactive,,0
8798,inactive,,0
8800,inactive,,0
8805,inactive,,0
8809,inactive,,0
8813,active agonist,5.055456667,56.16373333
8815,inactive,,0
8819,inactive,,0
8820,inactive,,0
8821,inactive,,0
8827,inactive,,0
8830,inactive,,0
8831,inactive,,0
8834,inactive,,0
8835,inactive,,0
8836,inactive,,0
8840,inactive,,0
8842,inactive,,0
8843,inactive,,0
8846,inactive,,0
8855,inactive,,0
8857,inactive,,0
8858,inactive,,0
8861,inactive,,0
8863,inactive,,0
8868,inactive,,0
8870,inactive,,0
8872,inactive,,0
8878,inactive,,0
8880,inactive,,0
8881,inactive,,0
8883,inactive,,0
8888,inactive,,0
8892,inactive,,0
8893,inactive,,0
8896,inactive,,0
8897,inactive,,0
8900,inactive,,0
8902,inactive,,0
8906,inactive,,0
8907,inactive,,0
8908,inactive,,0
8909,inactive,,0
8914,inactive,,0
8916,inactive,,0
8918,inactive,,0
8919,inactive,,0
8920,inactive,,0
8923,inactive,,0
8924,inactive,,0
8925,inactive,,0
8926,inactive,,0
8946,inactive,,0
8954,inactive,,0
8955,active antagonist,3.46273,-82.4077
8961,inactive,,0
8969,inactive,,0
8980,inactive,,0
8981,inactive,,0
8995,inactive,,0
9001,inactive,,0
9005,inactive,,0
9013,inactive,,0
9015,inactive,,0
9016,inactive,,0
9024,inactive,,0
9025,inactive,,0
9046,active antagonist,10.28,-98.0385
9047,inactive,,0
9048,inactive,,0
9051,active agonist,0.775067,49.5501
9051,active antagonist,2.11678,-113.086
9060,inactive,,0
9068,inactive,,0
9074,inactive,,0
9076,inactive,,0
9082,inactive,,0
9117,active agonist,2.10367,23.7195
9128,inactive,,0
9147,inactive,,0
9153,active agonist,30.8989,74.42335
9154,inactive,,0
9158,active agonist,5.21359,717.447
9161,inactive,,0
9164,inactive,,0
9171,inactive,,0
9207,inactive,,0
9216,inactive,,0
9217,active agonist,30.8956,53.4794
9223,inactive,,0
9237,inactive,,0
9246,inactive,,0
9253,inactive,,0
9257,inactive,,0
9261,inactive,,0
9268,inactive,,0
9270,active antagonist,8.48517,-113.701
9274,inactive,,0
9279,inactive,,0
9280,inactive,,0
9296,inactive,,0
9298,inactive,,0
9300,inactive,,0
9305,inactive,,0
9324,active antagonist,0.1352267,-90.1636
9330,inactive,,0
9351,inactive,,0
9352,inactive,,0
9363,inactive,,0
9370,inactive,,0
9373,inactive,,0
9377,inactive,,0
9380,inactive,,0
9386,inactive,,0
9395,inactive,,0
9403,active antagonist,6.194506667,-96.5059
9409,inactive,,0
9411,inactive,,0
9414,inactive,,0
9415,inactive,,0
9434,inactive,,0
9443,inactive,,0
9444,active antagonist,1.49469,-85.2943
9445,inactive,,0
9454,inactive,,0
9458,inactive,,0
9462,inactive,,0
9473,inactive,,0
9476,inactive,,0
9481,inactive,,0
9483,inactive,,0
9502,inactive,,0
9509,active agonist,8.98795,128.37
9526,inactive,,0
9528,inactive,,0
9554,inactive,,0
9555,inactive,,0
9564,inactive,,0
9567,inactive,,0
9568,inactive,,0
9578,inactive,,0
9589,inactive,,0
9609,inactive,,0
9635,inactive,,0
9639,inactive,,0
9642,active agonist,0.00695572,95.2991
9651,inactive,,0
9677,active antagonist,6.74001,-69.1934
9681,inactive,,0
9687,inactive,,0
9690,inactive,,0
9703,inactive,,0
9707,inactive,,0
9709,inactive,,0
9731,inactive,,0
9740,inactive,,0
9782,active agonist,0.0153603,108.611
9787,inactive,,0
9794,inactive,,0
9795,inactive,,0
9808,inactive,,0
9809,inactive,,0
9862,inactive,,0
9864,inactive,,0
9865,inactive,,0
9873,inactive,,0
9878,active agonist,0.004936405,102.9972
9880,active antagonist,0.334385,-109.9603333
9895,inactive,,0
9903,active antagonist,29.0532,-71.8319
9904,active antagonist,2.42167,-142.4786667
9912,inactive,,0
9948,inactive,,0
9963,inactive,,0
9985,inactive,,0
9989,inactive,,0
9993,inactive,,0
10005,inactive,,0
10008,inactive,,0
10009,inactive,,0
10026,inactive,,0
10107,inactive,,0
10114,active antagonist,25.4232,-142.80555
10129,inactive,,0
10133,inactive,,0
10140,inactive,,0
10168,inactive,,0
10187,inactive,,0
10194,inactive,,0
10206,inactive,,0
10207,inactive,,0
10208,inactive,,0
10209,inactive,,0
10212,inactive,,0
10215,inactive,,0
10226,inactive,,0
10229,active antagonist,10.9622,-22.3566
10230,inactive,,0
10234,inactive,,0
10236,inactive,,0
10241,inactive,,0
10252,inactive,,0
10255,inactive,,0
10257,inactive,,0
10269,inactive,,0
10275,inactive,,0
10285,inactive,,0
10288,active antagonist,11.1001,-44.173
10303,inactive,,0
10308,inactive,,0
10313,inactive,,0
10315,inactive,,0
10316,inactive,,0
10332,inactive,,0
10364,inactive,,0
10367,inactive,,0
10374,inactive,,0
10377,active antagonist,35.97615,-86.3644
10382,active agonist,8.48517,58.9144
10387,inactive,,0
10401,inactive,,0
10402,inactive,,0
10404,inactive,,0
10409,inactive,,0
10423,inactive,,0
10430,inactive,,0
10434,inactive,,0
10438,inactive,,0
10439,inactive,,0
10442,inactive,,0
10452,inactive,,0
10453,inactive,,0
10457,inactive,,0
10458,inactive,,0
10465,inactive,,0
10473,inactive,,0
10486,inactive,,0
10509,inactive,,0
10522,active antagonist,27.5357,-56.352
10531,inactive,,0
10541,inactive,,0
10555,inactive,,0
10560,inactive,,0
10567,inactive,,0
10569,inactive,,0
10601,inactive,,0
10607,active agonist,0.02714035,139.007
10621,inactive,,0
10624,inactive,,0
10631,active agonist,0.124545,43.3457
10631,active antagonist,0.28973,-48.1604
10633,active antagonist,9.16208,-121.325
10634,active antagonist,5.78088,-66.7401
10635,active antagonist,5.19629,-125.3875
10638,inactive,,0
10646,inactive,,0
10648,inactive,,0
10649,inactive,,0
10660,inactive,,0
10664,inactive,,0
10680,active antagonist,15.0232,-81.5236
10687,inactive,,0
10690,inactive,,0
10695,inactive,,0
10698,inactive,,0
10704,inactive,,0
10707,inactive,,0
10708,inactive,,0
10712,inactive,,0
10718,inactive,,0
10721,inactive,,0
10722,inactive,,0
10723,inactive,,0
10724,inactive,,0
10754,inactive,,0
10757,inactive,,0
10758,inactive,,0
10761,inactive,,0
10762,inactive,,0
10766,inactive,,0
10771,inactive,,0
10780,inactive,,0
10781,inactive,,0
10783,inactive,,0
10788,active agonist,1.72825,22.1201
10789,inactive,,0
10793,active antagonist,45.3485,-101.434
10795,inactive,,0
10797,inactive,,0
10800,active agonist,4.8954,102.194
10824,inactive,,0
10830,inactive,,0
10832,inactive,,0
10843,inactive,,0
10850,inactive,,0
10855,inactive,,0
10867,inactive,,0
10868,inactive,,0
10870,inactive,,0
10883,inactive,,0
10886,inactive,,0
10890,inactive,,0
10891,inactive,,0
10898,inactive,,0
10900,inactive,,0
10907,inactive,,0
10908,inactive,,0
10913,inactive,,0
10914,inactive,,0
10921,inactive,,0
10928,inactive,,0
10931,inactive,,0
10941,inactive,,0
10943,inactive,,0
10944,inactive,,0
10949,inactive,,0
10953,inactive,,0
10958,inactive,,0
10963,inactive,,0
10967,inactive,,0
10969,inactive,,0
10976,inactive,,0
10982,inactive,,0
10996,inactive,,0
11002,inactive,,0
11005,inactive,,0
11006,inactive,,0
11007,inactive,,0
11011,inactive,,0
11033,inactive,,0
11040,inactive,,0
11043,inactive,,0
11057,inactive,,0
11061,active antagonist,15.089,-99.3449
11065,inactive,,0
11074,inactive,,0
11078,inactive,,0
11082,inactive,,0
11087,inactive,,0
11088,inactive,,0
11089,inactive,,0
11093,inactive,,0
11101,inactive,,0
11102,inactive,,0
11104,inactive,,0
11107,inactive,,0
11112,inactive,,0
11123,inactive,,0
11124,inactive,,0
11137,inactive,,0
11138,inactive,,0
11147,inactive,,0
11164,inactive,,0
11167,inactive,,0
11169,inactive,,0
11173,inactive,,0
11192,inactive,,0
11210,inactive,,0
11224,inactive,,0
11229,inactive,,0
11230,inactive,,0
11236,active antagonist,44.722,-52.7646
11241,inactive,,0
11245,inactive,,0
11247,inactive,,0
11251,inactive,,0
11262,inactive,,0
11273,inactive,,0
11288,inactive,,0
11289,inactive,,0
11304,inactive,,0
11309,inactive,,0
11310,inactive,,0
11313,active antagonist,21.3138,-65.903
11317,inactive,,0
11328,inactive,,0
11333,inactive,,0
11334,inactive,,0
11335,inactive,,0
11345,inactive,,0
11346,inactive,,0
11350,inactive,,0
11356,inactive,,0
11357,inactive,,0
11368,inactive,,0
11369,inactive,,0
11387,inactive,,0
11391,inactive,,0
11432,inactive,,0
11442,inactive,,0
11443,inactive,,0
11450,inactive,,0
11463,inactive,,0
11474,inactive,,0
11487,inactive,,0
11488,active antagonist,0.346654,-94.1528
11499,inactive,,0
11505,inactive,,0
11507,inactive,,0
11509,inactive,,0
11529,inactive,,0
11534,inactive,,0
11545,inactive,,0
11548,inactive,,0
11552,inactive,,0
11560,inactive,,0
11568,inactive,,0
11569,inactive,,0
11571,inactive,,0
11579,inactive,,0
11584,inactive,,0
11595,inactive,,0
11597,inactive,,0
11598,inactive,,0
11604,inactive,,0
11622,inactive,,0
11650,inactive,,0
11659,inactive,,0
11660,inactive,,0
11666,inactive,,0
11671,inactive,,0
11673,inactive,,0
11674,inactive,,0
11683,active agonist,,16.8808
11683,active antagonist,0.08840175,-89.8172
11684,inactive,,0
11693,inactive,,0
11696,inactive,,0
11701,inactive,,0
11722,inactive,,0
11729,inactive,,0
11733,inactive,,0
11734,inactive,,0
11741,inactive,,0
11746,inactive,,0
11748,inactive,,0
11750,inactive,,0
11761,inactive,,0
11764,inactive,,0
11767,inactive,,0
11774,active antagonist,25.5014,-76.5288
11776,inactive,,0
11783,inactive,,0
11796,inactive,,0
11799,inactive,,0
11803,inactive,,0
11807,inactive,,0
11808,inactive,,0
11813,inactive,,0
11818,active antagonist,2.81182,-51.2382
11830,inactive,,0
11831,inactive,,0
11843,inactive,,0
11850,inactive,,0
11852,inactive,,0
11855,inactive,,0
11858,inactive,,0
11859,inactive,,0
11860,inactive,,0
11867,inactive,,0
11868,inactive,,0
11872,inactive,,0
11875,inactive,,0
11876,inactive,,0
11883,active antagonist,19.9047,-50.6724
11888,inactive,,0
11895,inactive,,0
11899,inactive,,0
11906,inactive,,0
11907,inactive,,0
11909,inactive,,0
11910,inactive,,0
11914,inactive,,0
11921,inactive,,0
11927,inactive,,0
11945,inactive,,0
11954,inactive,,0
11955,inactive,,0
11957,inactive,,0
11966,inactive,,0
11972,inactive,,0
11990,active agonist,6.68344,36.7913
12001,inactive,,0
12002,inactive,,0
12008,inactive,,0
12017,inactive,,0
12018,inactive,,0
